occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
0.5,0.465,0.465,0,0.633,0,0,0.569,0.729,0.729,0.461,0,0.0952
0.5,0.524,0.524,0,0.983,0,0,0.597,0.701,0.701,0.827,0,0
0.5,0.485,0.485,0,0.633,0,0,0.625,0.673,0.673,0.625,0,0
0.5,0.384,0.384,0,0.983,0,0,0.611,0.654,0.654,0.317,0,0
1,0.334,0.334,0,0,0,0,0.541,0.607,0.607,0,0,0.286
1,0.148,0.148,0,0,0,0,0.478,0.57,0.57,0,0,0
1,0.122,0.122,0,0,0,0,0.559,0.656,0.656,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.143
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.246,0.246,0,0,0,0,0.457,0.626,0.626,0,0,0
1,0.26,0.26,0,0,0,0,0.367,0.635,0.635,0,0,0
1,0.267,0.267,0,0,0,0,0.29,0.635,0.635,0,0,0
0.5,0.26,0.26,0,0,0,0,0.297,0.635,0.635,0,0,0
0.5,0.251,0.251,0,0,0,0,0.304,0.645,0.645,0,0,0
0.5,0.245,0.245,0,0,0,0,0.297,0.654,0.654,0,0,0
0.5,0.243,0.243,0,0,0,0,0.325,0.654,0.654,0,0,0
0.5,0.244,0.244,0,0,0,0,0.346,0.645,0.645,0,0,0.0952
0.5,0.253,0.253,0,0,0,0,0.353,0.664,0.664,0,0,0.0476
0.5,0.286,0.286,0,0,0,0,0.402,0.682,0.682,0,0,0.143
0.5,0.362,0.362,0,0.383,0,0,0.499,0.72,0.72,0.235,0,0.571
1,0.882,0.882,0,1,0,0,0.881,0.993,0.993,0.278,0,0.0952
1,1,1,0,0.233,0,0,0.937,0.937,0.937,0,0,0.0952
1,0.921,0.921,0,0,0,0,0.993,0.88,0.88,0,0,0.0476
0.5,0.384,0.384,0,0,0,0,0.611,0.654,0.654,0,0,0.0952
0.5,0.334,0.334,0,0,0,0,0.541,0.607,0.607,0,0,0
1,0.148,0.148,0,0,0,0,0.478,0.57,0.57,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.157
0.5,0.246,0.246,0.0833,0,0,0,0.457,0.626,0.626,0,0,0.194
0.5,0.26,0.26,0.433,0,0,0,0.367,0.635,0.635,0,0,0
0.5,0.267,0.267,0,0,0,0,0.29,0.635,0.635,0,0,0
0.5,0.26,0.26,0,0,0,0,0.297,0.635,0.635,0,0,0
0.5,0.251,0.251,0,0,0,0,0.304,0.645,0.645,0,0,0.19
0.5,0.245,0.245,0,0,0,0,0.297,0.654,0.654,0,0,0
0.5,0.243,0.243,0,0,0,0,0.325,0.654,0.654,0,0,0
0.5,0.244,0.244,0,0,0,0,0.346,0.645,0.645,0,0,0
0.5,0.253,0.253,0,0.383,0,0,0.353,0.664,0.664,0.25,0,0.156
1,0.523,0.523,0,1,0,0,0.545,0.899,0.899,0.51,0,0.0952
1,0.675,0.675,0,0.233,0,0,0.741,0.974,0.974,0,0,0.238
1,0.882,0.882,0,0.383,0,0,0.881,0.993,0.993,0.363,0,0.0476
1,0.524,0.524,0,1,0,0,0.597,0.701,0.701,0.648,0,0
0.5,0.049,0.049,0,0.233,0,0,0.258,0.465,0.465,0,0,0.0476
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.19
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.2,0.2,0,0,0,0,0.43,0.579,0.579,0,0,0
1,0.246,0.246,0,0,0,0,0.457,0.626,0.626,0,0,0.275
0.5,0.26,0.26,0,0,0,0,0.367,0.635,0.635,0,0,0.167
0.5,0.267,0.267,0,0,0,0,0.29,0.635,0.635,0,0,0.165
1,0.472,0.472,0,0,0,0,0.336,0.806,0.806,0,0,0.438
1,0.453,0.453,0,0,0,0,0.35,0.824,0.824,0,0,0.201
1,0.44,0.44,0.0833,0,0,0,0.336,0.843,0.843,0,0,0.484
1,0.243,0.243,0.167,0,0,0,0.325,0.654,0.654,0,0,0
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.143
0,0.049,0.049,0.25,0,0,0,0.258,0.465,0.465,0,0,0.381
0.5,0.286,0.286,0,0,0,0,0.402,0.682,0.682,0,0,0.238
1,0.675,0.675,0,0,0,0,0.741,0.974,0.974,0,0,0.19
1,0.882,0.882,0,0,0,0,0.881,0.993,0.993,0,0,0
1,1,1,0,0,0,0,0.937,0.937,0.937,0,0,0.0476
1,0.921,0.921,0,0,0,0,0.993,0.88,0.88,0,0,0
1,0.384,0.384,0,0,0,0,0.611,0.654,0.654,0,0,0.117
1,0.334,0.334,0,0,0,0,0.541,0.607,0.607,0,0,0.0952
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.108
1,0.2,0.2,0,0,0,0,0.43,0.579,0.579,0,0,0.242
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.26,0.26,0,0,0,0,0.367,0.635,0.635,0,0,0
0.5,0.267,0.267,0,0,0,0,0.29,0.635,0.635,0,0,0
0.5,0.26,0.26,0,0,0,0,0.297,0.635,0.635,0,0,0.19
0.5,0.251,0.251,0,0,0.3,0,0.304,0.645,0.645,0,0.0834,0.0476
0.5,0.245,0.245,0,0,1,0,0.297,0.654,0.654,0,0.568,0
0.5,0.243,0.243,0,0,0.867,0.533,0.325,0.654,0.654,0,0,0
0.5,0.244,0.244,0,0,0,0,0.346,0.645,0.645,0,0,0
0.5,0.253,0.253,0,0,0,0,0.353,0.664,0.664,0,0,0.0952
0.5,0.286,0.286,0,0,0,0,0.402,0.682,0.682,0,0,0
0.5,0.362,0.362,0.25,0,0,0,0.499,0.72,0.72,0,0,0
1,0.882,0.882,0,0,0,0,0.881,0.993,0.993,0,0,0.36
1,1,1,0,0,0,0,0.937,0.937,0.937,0,0,0.381
1,0.921,0.921,0,0,0,0,0.993,0.88,0.88,0,0,0.19
1,0.719,0.719,0,0,0,0,0.965,0.843,0.843,0,0,0.566
1,0.334,0.334,0,0,0,0,0.541,0.607,0.607,0,0,0
1,0.148,0.148,0,0,0,0,0.478,0.57,0.57,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0952
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0846
1,0.26,0.26,0,0,0,0,0.367,0.635,0.635,0,0,0.152
0.5,0.267,0.267,0,0,0,0,0.29,0.635,0.635,0,0,0
0.5,0.26,0.26,0,0,0,0,0.297,0.635,0.635,0,0,0
0.5,0.251,0.251,0,0,0,0,0.304,0.645,0.645,0,0,0
0.5,0.245,0.245,0,0,0,0,0.297,0.654,0.654,0,0,0.0952
0.5,0.243,0.243,0,0,0,0,0.325,0.654,0.654,0,0,0
0.5,0.244,0.244,0,0,0,0,0.346,0.645,0.645,0,0,0.333
0.5,0.253,0.253,0,0,0,0,0.353,0.664,0.664,0,0,0
0.5,0.286,0.286,0,0,0,0,0.402,0.682,0.682,0,0,0.392
1,0.675,0.675,0,0,0,0,0.741,0.974,0.974,0,0,0.692
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.286
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.263
1,0.384,0.384,0,0,0,0,0.611,0.654,0.654,0,0,0.645
1,0.334,0.334,0,0,0,0,0.541,0.607,0.607,0,0,0.124
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0.0604,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.15
1,0.246,0.246,0,0,0,0,0.457,0.626,0.626,0,0,0.462
1,0.472,0.472,0,0,0,0,0.475,0.806,0.806,0,0,0.107
1,0.485,0.485,0,0,0,0,0.322,0.806,0.806,0,0,0.341
0.5,0.26,0.26,0,0,0,0,0.297,0.635,0.635,0,0,0.222
0.5,0.251,0.251,0,0,0,0,0.304,0.645,0.645,0,0,0.26
0.5,0.245,0.245,0,0,0,0,0.297,0.654,0.654,0,0,0.385
0.5,0.243,0.243,0,0,0,0,0.325,0.654,0.654,0,0,0.0414
1,0.439,0.439,0,0,0,0,0.433,0.824,0.824,0,0,0
1,0.457,0.457,0.217,0,0,0,0.447,0.862,0.862,0,0,0
1,0.523,0.523,0.0333,0,0,0,0.545,0.899,0.899,0,0,0.0476
1,0.675,0.675,0,0,0,0,0.741,0.974,0.974,0,0,0.0476
1,0.882,0.882,0,0,0.683,0,0.881,0.993,0.993,0,0.128,0.0952
1,1,1,0,0,0.767,0.7,0.937,0.937,0.937,0,0.354,0
1,0.921,0.921,0,0,0,0.383,0.993,0.88,0.88,0,0.397,0.0476
1,0.719,0.719,0,0,0,0,0.965,0.843,0.843,0,0.47,0.143
1,0.619,0.619,0,0,0,0,0.825,0.749,0.749,0,0.528,0
1,0.247,0.247,0,0,0,0,0.699,0.674,0.674,0,0.582,0.0476
1,0.122,0.122,0,0,0,0,0.559,0.656,0.656,0,0.614,0.0476
1,0.0735,0.0735,0,0,0,0,0.517,0.618,0.618,0,0.134,0
1,0.049,0.049,0,0,0,0,0.388,0.532,0.532,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.233
1,0.0992,0.0992,0,0,0,0,0.381,0.542,0.542,0,0,0.292
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.077
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.26,0.26,0,0,0,0,0.297,0.635,0.635,0,0,0
0.5,0.251,0.251,0,0,0,0,0.304,0.645,0.645,0,0,0
0.5,0.245,0.245,0,0,0,0,0.297,0.654,0.654,0,0,0
0.5,0.243,0.243,0,0,0,0,0.325,0.654,0.654,0,0,0
0.5,0.244,0.244,0,0,0,0,0.346,0.645,0.645,0,0,0
0.5,0.253,0.253,0,0,0,0,0.353,0.664,0.664,0,0,0.143
0.5,0.286,0.286,0,0,0,0,0.402,0.682,0.682,0,0,0.19
1,0.675,0.675,0.0833,0,0,0,0.741,0.974,0.974,0,0,0.238
1,0.882,0.882,0.167,0.383,0,0,0.881,0.993,0.993,0.303,0,0.286
1,1,1,0,1,0,0,0.937,0.937,0.937,0.736,0,0.0952
1,0.921,0.921,0,0.233,0,0,0.993,0.88,0.88,0.637,0,0.684
1,0.719,0.719,0,0,0,0,0.965,0.843,0.843,0,0,0.164
1,0.334,0.334,0,0,0,0,0.541,0.607,0.607,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.238
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.15
1,0.246,0.246,0,0,0,0,0.457,0.626,0.626,0,0,0.11
1,0.472,0.472,0,0,0,0,0.475,0.806,0.806,0,0,0.156
1,0.485,0.485,0,0,0,0,0.322,0.806,0.806,0,0,0.119
0.5,0.26,0.26,0,0,0,0,0.297,0.635,0.635,0,0,0
0.5,0.251,0.251,0,0,0,0,0.304,0.645,0.645,0,0,0
0.5,0.245,0.245,0,0,0,0,0.297,0.654,0.654,0,0,0.19
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.143
0.5,0.244,0.244,0,0,0,0,0.346,0.645,0.645,0,0,0.282
0.5,0.253,0.253,0,0,0,0,0.353,0.664,0.664,0,0,0.143
0.5,0.286,0.286,0,0,0,0,0.402,0.682,0.682,0,0,0.143
0.5,0.362,0.362,0,0,0,0,0.499,0.72,0.72,0,0,0
0.5,0.465,0.465,0,0,0,0,0.569,0.729,0.729,0,0,0.715
0.5,0.524,0.524,0.25,0,0,0,0.597,0.701,0.701,0,0,0.0476
1,0.921,0.921,0,0,0,0,0.993,0.88,0.88,0,0,0.19
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.143
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0.0833,0,0,0,0.258,0.465,0.465,0,0,0
1,0.2,0.2,0.167,0,0,0,0.43,0.579,0.579,0,0,0
1,0.246,0.246,0,0,0,0,0.457,0.626,0.626,0,0,0
1,0.26,0.26,0,0,0,0,0.367,0.635,0.635,0,0,0.209
0.5,0.267,0.267,0,0,0,0,0.29,0.635,0.635,0,0,0.338
0.5,0.26,0.26,0,0,0,0,0.297,0.635,0.635,0,0,0.25
0.5,0.251,0.251,0,0,0,0,0.304,0.645,0.645,0,0,0.17
0.5,0.245,0.245,0,0,0,0,0.297,0.654,0.654,0,0,0.432
0.5,0.243,0.243,0,0,0,0,0.325,0.654,0.654,0,0,0.165
0.5,0.244,0.244,0,0,0,0,0.346,0.645,0.645,0,0,0.235
0.5,0.253,0.253,0,0,0,0,0.353,0.664,0.664,0,0,0.0476
0.5,0.286,0.286,0.0833,0,0,0,0.402,0.682,0.682,0,0,0.0952
0.5,0.362,0.362,0.167,0,0,0,0.499,0.72,0.72,0,0,0.534
1,0.882,0.882,0,0,0,0,0.881,0.993,0.993,0,0,0.252
0.5,0.049,0.049,0,0.133,0,0,0.258,0.465,0.465,0.109,0,0.241
1,0.921,0.921,0,1,0,0,0.993,0.88,0.88,0.461,0,0.371
1,0.719,0.719,0,0.483,0,0,0.965,0.843,0.843,0,0,0
1,0.334,0.334,0,0,0,0,0.541,0.607,0.607,0,0,0.0952
1,0.148,0.148,0,0,0,0,0.478,0.57,0.57,0,0,0
1,0.0857,0.0857,0,0,0,0,0.409,0.56,0.56,0,0,0
1,0.0612,0.0612,0,0,0,0,0.388,0.542,0.542,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.369
1,0.2,0.2,0,0,0,0,0.43,0.579,0.579,0,0,0.201
1,0.444,0.444,0,0,0,0,0.657,0.787,0.787,0,0,0.113
1,0.472,0.472,0,0,0,0,0.475,0.806,0.806,0,0,0.344
1,0.485,0.485,0,0,0,0,0.322,0.806,0.806,0,0,0.208
1,0.472,0.472,0,0,0,0,0.336,0.806,0.806,0,0,0.43
1,0.453,0.453,0,0,0,0,0.35,0.824,0.824,0,0,0.357
1,0.44,0.44,0,0,0,0,0.336,0.843,0.843,0,0,0.221
0.5,0.243,0.243,0,0,0,0,0.325,0.654,0.654,0,0,0.0476
0.5,0.244,0.244,0,0,0,0,0.346,0.645,0.645,0,0,0
0.5,0.253,0.253,0,0,0,0,0.353,0.664,0.664,0,0,0
0.5,0.286,0.286,0.0833,0,0,0,0.402,0.682,0.682,0,0,0
1,0.675,0.675,0.167,0,0,0,0.741,0.974,0.974,0,0,0
1,0.882,0.882,0,0,0,0,0.881,0.993,0.993,0,0,0.666
1,1,1,0,0,0,0,0.937,0.937,0.937,0,0,0.143
1,0.921,0.921,0,0,0,0,0.993,0.88,0.88,0,0,0.143
1,0.719,0.719,0,0,0,0,0.965,0.843,0.843,0,0,0.338
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.143
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.195
1,0.2,0.2,0,0,0,0,0.43,0.579,0.579,0,0,0.209
1,0.246,0.246,0,0,0,0,0.457,0.626,0.626,0,0,0
1,0.26,0.26,0.25,0,0,0,0.367,0.635,0.635,0,0,0
1,0.485,0.485,0,0,0,0,0.322,0.806,0.806,0,0,0
0.5,0.26,0.26,0,0,0,0,0.297,0.635,0.635,0,0,0.0952
0.5,0.251,0.251,0,0,0,0,0.304,0.645,0.645,0,0,0.143
0.5,0.245,0.245,0,0,0,0,0.297,0.654,0.654,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.19
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
0.5,0.049,0.049,0.25,0,0,0,0.258,0.465,0.465,0,0,0.0952
1,0.465,0.465,0,0,0,0,0.569,0.729,0.729,0,0,0
1,0.524,0.524,0,0,0,0,0.597,0.701,0.701,0,0,0.215
1,0.921,0.921,0,0,0,0,0.993,0.88,0.88,0,0,0.155
1,0.719,0.719,0,0,0,0,0.965,0.843,0.843,0,0,0
1,0.619,0.619,0,0,0,0,0.825,0.749,0.749,0,0,0.19
1,0.247,0.247,0,0,0,0,0.699,0.674,0.674,0,0,0.0952
1,0.122,0.122,0,0,0,0,0.559,0.656,0.656,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.246,0.246,0,0,0.183,0.417,0.457,0.626,0.626,0,0,0
1,0.26,0.26,0,0,0.05,0.933,0.367,0.635,0.635,0,0.551,0.112
1,0.267,0.267,0,0,0,0,0.29,0.635,0.635,0,0,0
1,0.26,0.26,0,0,0,0,0.297,0.635,0.635,0,0,0
1,0.251,0.251,0,0,0,0,0.304,0.645,0.645,0,0,0.0476
1,0.245,0.245,0,0,0,0,0.297,0.654,0.654,0,0,0
0.5,0.243,0.243,0,0,0,0,0.325,0.654,0.654,0,0,0.0476
0.5,0.244,0.244,0,0,0,0,0.346,0.645,0.645,0,0,0
1,0.457,0.457,0,0,0,0,0.447,0.862,0.862,0,0,0.0476
1,0.523,0.523,0,0,0,0,0.545,0.899,0.899,0,0,0
1,0.675,0.675,0,0,0,0,0.741,0.974,0.974,0,0,0.154
1,0.882,0.882,0,0,0,0,0.881,0.993,0.993,0,0,0.387
1,1,1,0,0,0,0,0.937,0.937,0.937,0,0,0.21
1,0.921,0.921,0,0,0,0,0.993,0.88,0.88,0,0,0.54
1,0.719,0.719,0,0,0,0,0.965,0.843,0.843,0,0,0.428
1,0.334,0.334,0,0,0,0,0.541,0.607,0.607,0,0,0.143
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.619
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.145
0.5,0.245,0.245,0,0,0.183,0.417,0.297,0.654,0.654,0,0,0.462
1,0.436,0.436,0,0,0.05,1,0.392,0.843,0.843,0,0.397,0.14
0.5,0.244,0.244,0,0,0,0.483,0.346,0.645,0.645,0,0.604,0
1,0.457,0.457,0,0,0,0,0.447,0.862,0.862,0,0.561,0
1,0.523,0.523,0.25,0,0,0,0.545,0.899,0.899,0,0.584,0.238
0.5,0.362,0.362,0,0,0,0,0.499,0.72,0.72,0,0,0.143
0.5,0.465,0.465,0,0,0,0,0.569,0.729,0.729,0,0,0.143
0.5,0.524,0.524,0,0,0,0,0.597,0.701,0.701,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0952
1,0.384,0.384,0,0,0,0,0.611,0.654,0.654,0,0,0.0476
1,0.334,0.334,0,0,0,0,0.541,0.607,0.607,0,0,0.333
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.2,0.2,0,0,0,0,0.43,0.579,0.579,0,0,0
1,0.246,0.246,0,0,0,0,0.457,0.626,0.626,0,0,0.164
1,0.26,0.26,0,0,0,0,0.367,0.635,0.635,0,0,0.557
1,0.485,0.485,0,0,0,0,0.322,0.806,0.806,0,0,0.201
0.5,0.26,0.26,0,0,0,0,0.297,0.635,0.635,0,0,0.139
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.333
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.244,0.244,0,0,0,0,0.346,0.645,0.645,0,0,0.238
0.5,0.253,0.253,0,0,0,0,0.353,0.664,0.664,0,0,0
1,0.286,0.286,0,0,0,0,0.402,0.682,0.682,0,0,0
1,0.675,0.675,0,0,0,0,0.741,0.974,0.974,0,0,0
0.5,0.465,0.465,0,0,0,0,0.569,0.729,0.729,0,0,0.143
0.5,0.524,0.524,0,0,0,0,0.597,0.701,0.701,0,0,0.143
1,0.921,0.921,0,0,0,0,0.993,0.88,0.88,0,0,0.204
1,0.719,0.719,0,0,0,0,0.965,0.843,0.843,0,0,0.352
1,0.619,0.619,0,0,0,0,0.825,0.749,0.749,0,0,0.0476
1,0.148,0.148,0,0,0,0,0.478,0.57,0.57,0,0,0.319
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.381,0.523,0.523,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.242
1,0.246,0.246,0,0,0,0,0.457,0.626,0.626,0,0,0.336
1,0.472,0.472,0,0,0,0,0.475,0.806,0.806,0,0,0.315
0.5,0.267,0.267,0,0,0,0,0.29,0.635,0.635,0,0,0.401
1,0.472,0.472,0,0,0,0,0.336,0.806,0.806,0,0,0
0.5,0.251,0.251,0.583,0,0,0,0.304,0.645,0.645,0,0,0
0.5,0.245,0.245,0.7,0,0,0,0.297,0.654,0.654,0,0,0.286
0.5,0.243,0.243,0,0,0,0,0.325,0.654,0.654,0,0,0.0476
0.5,0.244,0.244,0,0,0,0,0.346,0.645,0.645,0,0,0.19
0.5,0.253,0.253,0,0,0,0,0.353,0.664,0.664,0,0,0
0.5,0.286,0.286,0,0,0,0,0.402,0.682,0.682,0,0,0.143
1,0.675,0.675,0,0,0,0,0.741,0.974,0.974,0,0,0
1,0.882,0.882,0,0,0,0,0.881,0.993,0.993,0,0,0.243
